,ticker,eps,roce,divYield,eps_rank,roce_rank,overall_rank
42,FANG,0.181637437,0.26570857,0.065101243,81,122,203
43,EQT,0.141465298,0.319187393,0.016265955,127,76,203
44,OLN,0.172976009,0.274418461,0.015147948,90,118,208
45,BAM,0.168598192,0.267837864,0.280322007,98,121,219
46,OXY,0.214324875,0.225297601,0.020294358,57,163,220
47,UMC,0.176627857,0.245690075,0.07584877,87,134,221
48,ARW,0.210451463,0.220672832,0.0,58,166,224
49,HPQ,0.111721282,0.376065627,0.036170768,175,51,226
50,COP,0.119548257,0.346916599,0.036645253,160,67,227
51,HRB,0.11245636,0.367564482,0.036136532,173,54,227
52,MOS,0.23174962,0.209996527,0.012788015,43,190,233
53,PSX,0.22464305,0.210476772,0.0365371,50,187,237
54,EOG,0.1031081,0.400747392,0.018684107,204,42,246
55,STM,0.134202824,0.277801605,0.006581309,134,115,249
56,AMG,0.187866164,0.216039098,0.000262314,78,172,250
57,KBH,0.299521729,0.188530021,0.019237379,21,230,251
58,TMHC,0.301687504,0.186697536,0.0,20,236,256
59,QCOM,0.096201312,0.426940885,0.02388672,220,37,257
60,ABG,0.249494968,0.182112192,0.0,33,240,273
61,LEN,0.181264237,0.205092492,0.017208165,82,194,276
62,TX,0.294627118,0.176731184,0.08835083,23,257,280
63,MTG,0.217642507,0.18824356,0.027904098,56,231,287
64,RHI,0.07905037,0.607008807,0.022743116,276,11,287
65,EXPD,0.080129815,0.51588673,0.012620957,273,18,291
66,ESNT,0.199454652,0.192662973,0.022102955,67,225,292
67,CHRW,0.081692141,0.481352823,0.024782097,268,25,293
68,AMAT,0.084849804,0.40254303,0.011352319,254,41,295
69,MUSA,0.102406574,0.296237381,0.004550389,205,93,298
70,CVE,0.125792754,0.22930948,0.018079052,147,159,306
71,CNQ,0.128184488,0.218695826,0.057734003,140,169,309
72,PFE,0.109175473,0.258144814,0.031261101,186,125,311
73,AB,0.078386735,0.448232405,0.103220662,280,31,311
74,TOL,0.255740257,0.161328824,0.017672417,31,289,320
75,JBL,0.116978845,0.231395349,0.005637535,166,156,322
76,SU,0.152349591,0.200727536,0.043571614,114,208,322
77,PII,0.100746331,0.278441145,0.025044663,211,114,325
78,MAS,0.078287543,0.393268648,0.0239315,281,44,325
79,OC,0.150607162,0.198196115,0.016504894,117,213,330
80,AMCR,71532.7112,0.140370474,49349.37996,1,331,332
81,TNET,0.083110924,0.342955326,0.0,264,69,333
82,LAD,0.22381643,0.164105035,0.008086733,52,283,335
83,MT,0.321056428,0.142372036,0.011458905,17,325,342
84,RIO,0.107691198,0.234117523,0.101682341,190,154,344
85,TKC,0.141399408,0.19639523,0.015966699,128,217,345
86,XOM,0.120217588,0.209144663,0.03221978,157,191,348
87,VSH,0.138633643,0.196052424,0.018488473,131,219,350
88,DKS,0.106393402,0.230369484,0.016633219,194,158,352
89,ACT,0.179281897,0.171922223,0.063848825,84,270,354
90,TSM,0.085659946,0.278886788,0.024035827,248,111,359
91,TS,0.123026868,0.200739096,0.025597286,153,207,360
92,CVX,0.105660298,0.224562754,0.032772121,198,165,363
93,GIL,0.107339642,0.215606989,0.024532482,193,173,366
94,WLK,0.171237973,0.167104975,0.012879047,92,277,369
95,NNI,0.11936995,0.20070473,0.010727697,161,209,370
96,BC,0.120724188,0.196175022,0.0193658,156,218,374
97,IBP,0.090919782,0.238071476,0.025502773,232,145,377
98,MUR,0.14450178,0.175303827,0.019198934,123,261,384
99,LYB,0.14297916,0.172301976,0.119554444,126,267,393
100,PAG,0.161399842,0.158251343,0.018022982,102,295,397
101,M,0.185644462,0.144106622,0.027286739,80,319,399
102,OGN,0.129218442,0.17505626,0.040865156,138,262,400
103,ASX,0.149395839,0.16537715,0.072852326,118,282,400
104,LII,0.058204948,0.675172343,0.01662664,398,8,406
105,MCK,0.07086177,0.305019843,0.005812258,327,82,409
106,WSO,0.067777509,0.322105813,0.037481148,341,74,415
107,AVT,0.165999028,0.144243023,0.022897257,100,318,418
108,EVR,0.109066182,0.187649473,0.029126658,187,232,419
109,WMS,0.07315415,0.285177592,0.005714577,315,105,420
110,MO,0.06916466,0.301079822,0.079184176,330,90,420
111,UPS,0.076619262,0.247131209,0.033930629,291,132,423
112,SSD,0.087761075,0.212270103,0.011533922,241,183,424
113,TEX,0.100897585,0.198159943,0.01197318,210,214,424
114,BBY,0.074105161,0.263042204,0.041204349,303,123,426
115,HCA,0.084781035,0.213889411,0.009810742,255,178,433
116,POOL,0.062819301,0.354976238,0.01264205,370,63,433
117,AGCO,0.085982645,0.210349585,0.03907687,246,188,434
118,TPR,0.092509132,0.201087423,0.027999826,229,205,434
119,AZO,0.055863441,0.489143143,0.0,417,22,439
120,RDY,0.058081102,0.406030447,0.006415943,399,40,439
121,MSM,0.077524381,0.233950596,0.03818792,285,155,440
122,SWKS,0.09208651,0.199396717,0.026950036,231,210,441
123,TXN,0.057371222,0.418627694,0.028177408,404,39,443
124,CIG,0.170873178,0.133895352,0.087399209,94,349,443
125,YPF,0.449540933,0.106703528,0.0,11,437,448
126,GFI,0.077102204,0.21870374,0.0,288,168,456
127,CRI,0.086322265,0.198439265,0.040776929,244,212,456
128,MC,0.059578952,0.331594292,0.069210972,388,70,458
129,NVO,0.052137549,0.621765835,0.023759323,453,9,462
130,BYD,0.107684565,0.171393048,0.008111496,191,271,462
131,PM,0.05767631,0.356558451,0.049797451,402,62,464
132,TSN,0.136424154,0.139964453,0.027512345,132,332,464
133,HD,0.053261172,0.450717165,0.024253216,441,28,469
134,CLF,0.159668177,0.127515454,0.0,103,367,470
135,GWW,0.05463897,0.397095733,0.013068144,428,43,471
136,BG,0.107646841,0.165554072,0.023334626,192,279,471
137,HTZ,0.353003098,0.099860302,0.0,15,458,473
138,WES,0.114773024,0.153156161,0.069381824,169,305,474
139,ASR,0.073355857,0.224895199,0.03312071,312,164,476
140,EXP,0.085467863,0.18893639,0.0069435,249,228,477
141,DOW,0.126117532,0.139430102,0.055214266,145,333,478
142,WU,0.170788395,0.121103052,0.068307856,95,384,479
143,CTSH,0.077301091,0.204619097,0.019038347,286,195,481
144,WY,0.081742599,0.197435897,0.070307331,267,215,482
145,PAC,0.064507378,0.257797861,0.051362661,356,126,482
146,NRG,0.156620788,0.124845335,0.042586488,109,375,484
147,PSA,0.133953555,0.133464361,0.079594265,135,350,485
148,NEU,0.089538436,0.179098012,0.026990167,235,251,486
149,CSL,0.07569632,0.207646982,0.011010374,296,192,488
150,ALSN,0.111848791,0.145072775,0.016851042,174,316,490
151,VIPS,0.098335489,0.167727965,0.0,215,276,491
152,ACI,0.139292045,0.130055132,0.389971709,129,363,492
153,ALB,0.080431698,0.194255801,0.007261372,272,222,494
154,TPX,0.075895393,0.201444385,0.011741552,293,202,495
155,LRCX,0.053677695,0.35452199,0.010803613,436,64,500
156,RLI,0.097962417,0.16324423,0.061262801,216,285,501
157,CNS,0.054311093,0.328986719,0.03408756,432,71,503
158,SNA,0.075002048,0.201159768,0.025757531,299,204,503
159,SEE,0.067550744,0.228604612,0.016283082,343,160,503
160,MRO,0.194791012,0.107916525,0.011864347,73,433,506
161,MMM,0.08511269,0.177055128,0.049635564,251,256,507
162,KLAC,0.0500691,0.386726386,0.002653431,470,47,517
163,NTAP,0.093352961,0.160289718,0.031655007,227,292,519
164,TLK,0.075342368,0.193262827,0.040436641,298,223,521
165,THC,0.191678621,0.102865961,0.0,76,448,524
166,GSK,0.084169995,0.172300193,0.059300421,258,268,526
167,SCCO,0.056514045,0.276516828,0.057955544,411,116,527
168,ULTA,0.047797874,0.44423196,0.0,496,32,528
169,FRO,0.195707183,0.100992915,0.013824838,72,456,528
170,SIG,0.106364355,0.138348238,0.019623899,195,339,534
171,LOW,0.047384842,0.419845435,0.017446338,502,38,540
172,OMC,0.078499572,0.174339105,0.034649526,278,264,542
173,CR,0.07247528,0.190915008,0.01869248,319,226,545
174,CHH,0.053201375,0.287227754,0.008416226,443,103,546
175,CBT,0.057898185,0.237190083,0.023270084,401,147,548
176,TER,0.051701001,0.301975434,0.00503721,461,88,549
177,TROW,0.063207068,0.212115526,0.044929397,365,185,550
178,ADM,0.085451658,0.155920602,0.017700701,250,301,551
179,GEF,0.095943894,0.14078506,0.028347638,222,330,552
180,UL,0.063595907,0.205271596,0.036025475,361,193,554
181,TGS,0.102107157,0.134174738,0.0,206,348,554
182,AIT,0.062036441,0.21477693,0.009562235,378,177,555
183,AVGO,0.059633439,0.214888892,0.036480412,387,174,561
184,BBWI,0.072526785,0.180674671,0.007132373,317,247,564
185,CNHI,0.093307777,0.138152181,0.019452533,228,341,569
186,LKQ,0.077635602,0.161871608,0.019189305,284,287,571
187,NXPI,0.067343666,0.190173295,0.01969325,345,227,572
188,AYI,0.068529145,0.185798126,0.00323015,335,237,572
189,CSCO,0.0591592,0.213075713,0.029558494,396,181,577
190,HOG,0.11591971,0.114251444,0.014568765,168,409,577
191,PCAR,0.087340479,0.138659021,0.029137661,242,337,579
192,SID,0.110373903,0.117742279,0.191283949,183,396,579
193,FLT,0.068726628,0.179713096,0.0,332,249,581
194,URI,0.081465894,0.148679731,0.0,269,313,582
195,MPLX,0.118908359,0.110660173,0.091864546,163,420,583
196,AAPL,0.040913478,0.600871346,0.006083955,571,12,583
197,ODFL,0.043198118,0.42717804,0.004218435,548,36,584
198,MAN,0.086058401,0.138216984,0.032208588,245,340,585
199,GOOGL,0.051741036,0.25287535,0.0,459,127,586
200,GOOG,0.051741036,0.25287535,0.0,459,127,586
201,BDC,0.080782425,0.14407976,0.00283874,271,320,591
202,CARR,0.101580184,0.120325122,0.014630536,207,386,593
203,PKG,0.084903262,0.137255727,0.034652205,253,343,596
204,ORLY,0.039988479,0.530985798,0.0,583,15,598
205,RH,0.072342981,0.163261454,0.0,320,284,604
206,PAYX,0.041168718,0.428833579,0.031062251,569,35,604
207,OTIS,0.038096454,0.68313172,0.01413795,598,7,605
208,ITW,0.043776634,0.345739828,0.022249034,542,68,610
209,ABEV,0.062970357,0.181567807,0.053320468,366,244,610
210,HI,0.079344461,0.138688748,0.023548859,275,336,611
211,TEL,0.068113699,0.170650155,0.019216591,339,273,612
212,RDN,0.206817747,0.075092298,0.037702912,62,550,612
213,NOC,0.057930552,0.19715245,0.012447496,400,216,616
214,ADP,0.037524557,0.545030109,0.020935447,603,14,617
215,VZ,0.12838943,0.092461814,0.065263822,139,479,618
216,DPZ,0.036546782,0.720650338,0.012729874,614,4,618
217,NSP,0.041421624,0.364837853,0.017689239,566,56,622
218,IPG,0.071927744,0.155859983,0.035066692,322,302,624
219,EME,0.054915342,0.203846869,0.003676194,427,197,624
220,DECK,0.043376206,0.317050567,0.0,547,77,624
221,INFY,0.041353766,0.362799962,0.023541543,568,57,625
222,MMP,0.098573575,0.114032826,0.082747018,214,413,627
223,IP,0.111551074,0.102217529,0.049916139,176,452,628
224,LAZ,0.107793788,0.104821865,0.054838047,189,440,629
225,FAST,0.040029882,0.386719166,0.026196757,581,48,629
226,ABC,0.060215119,0.180878951,0.013883448,385,246,631
227,LW,0.063791749,0.170962865,0.009237758,359,272,631
228,NOK,0.174196563,0.076833836,0.014468562,89,545,634
229,GIB,0.059558268,0.181351367,0.0,389,245,634
230,EMR,0.074426189,0.13902133,0.028171844,302,335,637
231,MCHP,0.048526959,0.235139642,0.015078337,487,151,638
232,TREX,0.039043605,0.38366148,0.0,589,50,639
233,SUN,0.131584167,0.087942478,0.099449929,136,503,639
234,INGR,0.075891189,0.134178553,0.02791932,294,347,641
235,SON,0.078405508,0.127066274,0.03144931,279,368,647
236,UGI,0.158087971,0.079175203,0.043610475,108,539,647
237,DE,0.059165073,0.179052807,0.010893807,395,252,647
238,HES,0.051195243,0.212196,0.010708857,464,184,648
239,TRQ,0.158565065,0.077785186,0.0,105,543,648
240,BERY,0.126052813,0.087929204,0.003620316,146,504,650
241,REGN,0.056144834,0.186825361,0.0,415,235,650
242,ALV,0.063417169,0.161717791,0.033582614,362,288,650
243,VRTX,0.044918261,0.274002405,0.0,533,119,652
244,DVA,0.110631162,0.093585039,0.0,179,474,653
245,BBDO,0.127271583,0.086289367,0.0,143,512,655
246,BBD,0.127271583,0.086289367,0.0,143,512,655
247,DCI,0.04688545,0.238419145,0.014948984,511,144,655
248,AVY,0.050886532,0.210340342,0.01605705,467,189,656
249,YUM,0.034831976,0.523080603,0.017061096,641,17,658
250,FCX,0.063333212,0.157258425,0.015815041,363,298,661
251,BHP,0.042691135,0.278798342,0.043837628,552,112,664
252,PBA,0.117529171,0.088178328,0.065311566,165,500,665
253,JHX,0.053131792,0.196044212,0.013448985,445,220,665
254,AMX,0.064265907,0.151317184,0.001278857,357,309,666
255,FICO,0.034814181,0.488408257,0.0,643,23,666
256,WTS,0.050884418,0.202937766,0.007991787,468,199,667
257,AON,0.040746219,0.295934828,0.00728679,573,95,668
258,CRH,0.088954417,0.107275683,0.030391654,237,436,673
259,CSX,0.062955924,0.15270911,0.012875287,367,307,674
260,WPP,0.076519957,0.122204027,0.040955606,292,382,674
261,WWE,0.038338428,0.306900661,0.006997351,596,81,677
262,ACN,0.037677599,0.314970221,0.013462718,601,78,679
263,V,0.040322624,0.291006682,0.008634978,579,100,679
264,GM,0.204362083,0.059671187,0.008167077,65,615,680
265,CCK,0.073169009,0.128845597,0.010668384,314,366,680
266,MXL,0.047195163,0.214846371,0.0,505,176,681
267,MAR,0.048819961,0.201934081,0.006645974,482,201,683
268,ITT,0.054259921,0.180360721,0.012995769,435,248,683
269,DAR,0.073205392,0.12651552,0.0,313,371,684
270,BKNG,0.038056958,0.302125896,0.0,599,87,686
271,KMB,0.042225184,0.252068447,0.034015945,556,130,686
272,GGG,0.040536492,0.280875319,0.012506917,576,110,686
273,SYY,0.047019831,0.212772935,0.026456365,509,182,691
274,ITUB,0.120016312,0.080460864,0.027096808,159,534,693
275,VRSN,0.030396568,1.529764801,0.0,693,1,694
276,WRK,0.120202341,0.079860587,0.033021922,158,537,695
277,CE,0.170926602,0.06206089,0.026803168,93,602,695
278,FBHS,0.052109017,0.1827966,0.009647319,456,239,695
279,EPD,0.104851334,0.088945794,0.078208782,199,498,697
280,LMT,0.044680923,0.225664315,0.023509711,536,162,698
281,TSCO,0.043466311,0.234706429,0.016353206,546,153,699
282,DOV,0.055142446,0.169800369,0.014883258,425,274,699
283,RL,0.066176628,0.132968278,0.025105845,350,352,702
284,CDW,0.046160506,0.212013098,0.011704764,519,186,705
285,HUN,0.08328083,0.103083295,0.030958743,261,447,708
286,AWI,0.061682098,0.140910602,0.013436909,379,329,708
287,PKX,0.151266668,0.064479445,0.058619264,116,595,711
288,GNRC,0.062880449,0.135569388,4.86e-05,368,344,712
289,SYF,0.191056043,0.055962915,0.030153407,77,636,713
290,UNP,0.054272258,0.16547915,0.024499294,434,280,714
291,WIT,0.056211344,0.153739418,0.016251269,412,303,715
292,WAT,0.0344412,0.349957687,0.0,650,66,716
293,WBA,0.143107618,0.064923528,0.054741881,125,593,718
294,CHTR,0.092303292,0.090307871,0.0,230,489,719
295,FOX,0.073375458,0.114069491,0.017707233,310,411,721
296,FOXA,0.073375458,0.114069491,0.017707233,310,411,721
297,CPB,0.062626914,0.133387556,0.032627309,373,351,724
298,BIIB,0.075724822,0.109025295,0.0,295,429,724
299,FN,0.052273998,0.16805329,0.0,450,275,725
300,MA,0.02950066,0.499490897,0.00565355,706,19,725
301,GPC,0.048182823,0.186904157,0.020203484,492,234,726
302,CLH,0.066539874,0.124226042,0.0,349,378,727
303,MRK,0.05168276,0.173219816,0.024960363,462,265,727
304,DISH,0.309457842,0.043915079,0.0,19,709,728
305,TJX,0.036163432,0.281423188,0.013843006,622,108,730
306,CAJ,0.083278526,0.094740544,0.040733123,262,469,731
307,ANET,0.036365364,0.27857346,0.0,619,113,732
308,ALLE,0.049444665,0.178367198,0.015535125,478,254,732
309,LEG,0.070522103,0.114983404,0.052174519,328,406,734
310,TTC,0.040116425,0.230968731,0.011374956,580,157,737
311,ASGN,0.062436015,0.130256378,0.0,375,362,737
312,UAA,0.101022438,0.081084409,0.0,208,530,738
313,BSMX,0.166214373,0.055787405,0.112236764,99,639,738
314,BEN,0.122841268,0.067131136,0.055444495,155,583,738
315,UA,0.101022438,0.081084409,0.0,208,530,738
316,MOH,0.041494828,0.214874519,0.0,564,175,739
317,VRSK,0.034241846,0.303000926,0.007007033,656,86,742
318,FL,0.083261712,0.092266158,0.036518295,263,480,743
319,CIB,0.203965368,0.049092188,0.069476898,66,678,744
320,ABM,0.077144037,0.099212106,0.017377498,287,459,746
321,DFS,0.146235193,0.057791655,0.023406954,121,626,747
322,JLL,0.084758333,0.089664931,0.0,256,493,749
323,EMN,0.071861475,0.10984583,0.034526131,323,426,749
324,KR,0.062342079,0.125456093,0.018947102,376,373,749
325,TT,0.045666556,0.19515442,0.016124337,529,221,750
326,OKE,0.058576535,0.131633963,0.056854191,397,357,754
327,APH,0.041905803,0.204409451,0.010516654,559,196,755
328,STR,0.465213494,0.037708111,0.337300116,10,747,757
329,SBS,0.079888804,0.09140602,0.0,274,484,758
330,OGE,0.084117233,0.088312776,0.041610042,260,499,759
331,KT,0.144908686,0.055812719,0.054726789,122,638,760
332,CHE,0.032758155,0.300047082,0.002889291,671,91,762
333,MAIN,0.087789165,0.082590289,0.070554429,240,522,762
334,PG,0.040002636,0.213158111,0.024567237,582,180,762
335,CAT,0.051450024,0.156788066,0.018723051,463,300,763
336,TRGP,0.07155876,0.104830446,0.022727613,325,439,764
337,NSC,0.056516298,0.132713324,0.020169578,410,355,765
338,MTD,0.026096984,0.484308199,0.0,741,24,765
339,RBA,0.049895875,0.158612034,0.017984755,472,294,766
340,TPL,0.0246581,0.685228829,0.013660392,761,6,767
341,DEO,0.048326536,0.165387225,0.022791385,490,281,771
342,ZBRA,0.034586752,0.258995574,0.0,647,124,771
343,PFSI,0.158151085,0.049898788,0.018166652,106,669,775
344,PNR,0.064875112,0.110560137,0.01869763,355,421,776
345,ADBE,0.029628873,0.32032358,0.0,701,75,776
346,PAGP,0.481900752,0.032984473,0.06712633,9,768,777
347,BCH,0.158099717,0.049682287,0.06055378,107,672,779
348,FIX,0.059478538,0.119894776,0.004855317,393,387,780
349,CMI,0.059904123,0.118338807,0.023811262,386,395,781
350,QSR,0.074646073,0.092001939,0.048907785,301,481,782
351,KOF,0.068529062,0.103201294,0.041270812,336,446,782
352,IHG,0.035512911,0.23502994,0.022065355,633,152,785
353,DRI,0.049943968,0.144723691,0.029999951,471,317,788
354,CL,0.026810839,0.368873383,0.025398952,736,53,789
355,IT,0.029972321,0.297149267,0.0,698,92,790
356,AEL,0.285224769,0.033580254,0.017338592,26,765,791
357,LH,0.065385604,0.103878992,0.009978321,352,443,795
358,SNY,0.059171188,0.116458439,0.036700225,394,401,795
359,JWN,0.083077827,0.080799305,0.040352087,265,532,797
360,SBUX,0.033389227,0.245280614,0.023028351,665,137,802
361,CBRE,0.056648935,0.116554957,0.0,408,400,808
362,ROST,0.036847014,0.203505812,0.010510253,612,198,810
363,IDXX,0.019905971,0.594829652,0.0,797,13,810
364,TSLA,0.032636206,0.245483471,0.0,674,136,810
365,EW,0.032953263,0.240505633,0.0,670,142,812
366,WST,0.033460803,0.236942346,0.003089656,664,148,812
367,NLY,0.198971286,0.038039739,0.175205789,70,746,816
368,BWA,0.099589877,0.061216492,0.016985138,213,606,819
369,UNH,0.040500935,0.18173045,0.012059697,577,243,820
370,BSAC,0.125235167,0.049727329,0.073498973,151,670,821
371,MSFT,0.028537334,0.287573865,0.007808615,720,102,822
372,HSY,0.034357645,0.218113735,0.01618916,653,170,823
373,DGX,0.052129714,0.126528442,0.016807149,454,370,824
374,ZTS,0.030764316,0.245620003,0.008891673,689,135,824
375,VAC,0.064920304,0.094602717,0.018207111,354,470,824
376,MTCH,0.030873333,0.245227374,0.0,688,138,826
377,WF,0.375213339,0.021626208,0.078226693,14,814,828
378,DG,0.047045774,0.143488513,0.009614167,508,323,831
379,MPWR,0.026924629,0.293394264,0.008487306,734,98,832
380,CPA,0.10312339,0.057418073,0.0,203,629,832
381,AM,0.063223683,0.094822106,0.083985397,364,468,832
382,CNI,0.046329723,0.146091414,0.018140829,517,315,832
383,FMC,0.046846139,0.143711763,0.017014721,512,322,834
384,AIG,0.208692122,0.030272533,0.020532088,60,774,834
385,WD,0.084282491,0.06891134,0.031591153,257,577,834
386,JNJ,0.038687495,0.181773272,0.025190754,593,242,835
387,SLB,0.045456131,0.153003182,0.011202208,530,306,836
388,HII,0.062592781,0.097086159,0.020756155,374,463,837
389,KEYS,0.035856701,0.199372291,0.0,626,211,837
390,NJR,0.073922244,0.078816031,0.034337617,304,540,844
391,ABBV,0.041354061,0.165804863,0.035089459,567,278,845
392,MSCI,0.023177814,0.322294481,0.009928351,773,73,846
393,SAN,0.206335158,0.027787158,0.039698841,63,786,849
394,HAL,0.044191564,0.151144612,0.012228582,539,311,850
395,POST,0.151674342,0.039640602,0.109696272,115,736,851
396,ALLY,0.193341247,0.029674799,0.05572379,74,778,852
397,CPRT,0.029366562,0.23803728,0.0,708,146,854
398,JBHT,0.053588771,0.111276443,0.009217027,438,417,855
399,ORAN,0.087240725,0.0596924,0.075654702,243,614,857
400,BIP,0.100371341,0.055548675,0.103510227,212,645,857
401,CTAS,0.028089001,0.246390317,0.009375093,724,133,857
402,BXMT,0.068832676,0.08181218,0.116654169,331,527,858
403,HUM,0.042571458,0.153379449,0.00594726,554,304,858
404,COF,0.1873937,0.029387186,0.029993176,79,779,858
405,SHG,0.246940412,0.020593394,0.081969694,36,823,859
406,HMC,0.116160287,0.046468057,0.035665891,167,692,859
407,UHS,0.065582951,0.086664509,0.005673782,351,509,860
408,MMS,0.057017036,0.10126506,0.019222004,407,454,861
409,PFG,0.228337545,0.021310318,0.030480756,47,815,862
410,XPO,0.048062481,0.126837463,0.0,494,369,863
411,ABB,0.042787838,0.147530837,0.02935505,551,314,865
412,FTNT,0.021489318,0.307848616,0.0,789,80,869
413,WAL,0.17716414,0.028268226,0.027848936,86,784,870
414,SAIC,0.052122932,0.113425402,0.014420678,455,416,871
415,AAP,0.05331103,0.107421933,0.035715815,440,434,874
416,GIS,0.051805199,0.111097173,0.025721854,458,418,876
417,HSIC,0.049505637,0.11702961,0.0,477,399,876
418,MPW,0.135346589,0.038681939,0.104747002,133,744,877
419,MKTX,0.02394614,0.280877047,0.010138524,768,109,877
420,ROL,0.020490652,0.303018467,0.011763979,794,85,879
421,IVZ,0.11058434,0.045300312,0.068654294,181,699,880
422,LYG,0.174427459,0.026202722,0.047129603,88,792,880
423,UNM,0.159634532,0.029716534,0.030877414,104,777,881
424,GILD,0.042620433,0.141140679,0.03442491,553,328,881
425,BAP,0.113036974,0.043480462,0.029189968,172,711,883
426,MFG,0.583531265,0.011936418,0.220015784,5,880,885
427,DLTR,0.048130978,0.118971745,0.0,493,392,885
428,PEP,0.035738524,0.176019082,0.024756248,628,258,886
429,MSI,0.031575466,0.201235764,0.012278061,683,203,886
430,BMO,0.162582083,0.02816034,0.03116647,101,785,886
431,G,0.041423693,0.144068859,0.010764529,565,321,886
432,GD,0.048727869,0.116184748,0.01967801,483,403,886
433,TEF,0.104782096,0.046867417,0.07278995,200,687,887
434,MCD,0.031827528,0.200949961,0.021475621,681,206,887
435,HLT,0.036116147,0.172487644,0.00353967,623,266,889
436,SMFG,0.553914841,0.01186363,0.207311999,7,882,889
437,LDOS,0.047533035,0.119245945,0.013808867,499,390,889
438,JKHY,0.030049579,0.202471929,0.012067253,695,200,895
439,MMC,0.036936333,0.162849098,0.013781491,609,286,895
440,COST,0.024804196,0.242259388,0.006358091,759,140,899
441,RKT,0.829262414,0.008248278,0.0,4,896,900
442,STWD,0.168607637,0.023325668,0.114431472,96,805,901
443,TXT,0.057145219,0.088964588,0.001128303,405,497,902
444,PAA,0.125792114,0.035452934,0.094859627,148,754,902
445,CDNS,0.019486909,0.283341184,0.0,800,106,906
446,FDX,0.071739587,0.066778145,0.021258181,324,587,911
447,DB,0.245612064,0.012821305,0.018048597,37,877,914
448,BMY,0.040843505,0.137835313,0.029914462,572,342,914
449,SHW,0.032991383,0.179122603,0.010101069,667,250,917
450,BCO,0.067152585,0.069463971,0.014800335,346,573,919
451,ROK,0.036865381,0.152208895,0.020833292,611,308,919
452,HDB,1.329161067,-0.00066128,0.231774465,2,917,919
453,FCN,0.044017619,0.122932171,0.0,540,380,920
454,BCE,0.052882148,0.093536122,0.063576585,448,475,923
455,SXT,0.046124815,0.115095343,0.022561994,521,405,926
456,A,0.030314275,0.186943963,0.006043516,694,233,927
457,SPG,0.055419524,0.086644463,0.06715177,418,510,928
458,VMI,0.035599015,0.157373239,0.006501149,632,297,929
459,C,0.168598841,0.019226104,0.056820478,97,833,930
460,HBAN,0.156070211,0.020967054,0.070433831,111,820,931
461,K,0.039484885,0.134601136,0.032780681,586,346,932
462,BCS,0.225194144,0.010233871,0.075140691,49,888,937
463,FSS,0.042825105,0.119660664,0.007754047,550,388,938
464,NKE,0.031043081,0.178815208,0.012319266,685,253,938
465,ENS,0.049583891,0.096041063,0.00804878,474,465,939
466,CACI,0.048662906,0.101215712,0.0,485,455,940
467,VIV,0.063768569,0.068054245,0.089123714,360,580,940
